trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.7425009695308558}",25,4,-114.92523846493904,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 2}",1
369,False,"{'a': 0.5, 'e': 0.7411597954431091}",25,0,-74.71634224580163,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
370,False,"{'a': 0.5, 'e': 0.7398156567171686}",30,0,-82.8219894415447,"{0: 17, 1: 8, 2: 3, 3: 2, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.7384685587295879}",25,0,-124.53416221060016,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
372,False,"{'a': 0.5, 'e': 0.7371185068687568}",30,4,-115.2500360370225,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 2}",1
373,False,"{'a': 0.5, 'e': 0.7357655065348812}",20,8,-124.98451360888264,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 3}",1
374,False,"{'a': 0.5, 'e': 0.7344095631399603}",30,0,-146.64927466043292,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
375,False,"{'a': 0.5, 'e': 0.7330506821077661}",20,3,-26.451212752979608,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.7316888688738209}",20,0,-91.08134835656163,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
377,False,"{'a': 0.5, 'e': 0.7303241288853758}",25,0,-137.05210731457007,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
378,False,"{'a': 0.5, 'e': 0.7289564676013889}",20,0,-41.19101300431206,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
379,False,"{'a': 0.5, 'e': 0.7275858904925034}",25,0,-144.10445671556556,"{0: 14, 1: 0, 2: 8, 3: 2, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.7262124030410263}",25,0,-107.89535996939465,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
381,False,"{'a': 0.5, 'e': 0.7248360107409052}",20,5,-43.61590295516752,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.7234567190977076}",25,14,-35.30141510026105,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
383,False,"{'a': 0.5, 'e': 0.7220745336285982}",20,12,2.2044117134536103,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.720689459862317}",20,0,-13.755129451946054,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
385,False,"{'a': 0.5, 'e': 0.7193015033391573}",20,0,-54.8483946009898,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.7179106696109433}",25,0,-100.68903487528338,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
387,False,"{'a': 0.5, 'e': 0.7165169642410082}",25,1,-99.26205898698737,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 2}",1
388,False,"{'a': 0.5, 'e': 0.7151203928041714}",25,16,-7.310728959156825,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.7137209608867168}",20,0,-0.9439367788785828,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.7123186740863704}",20,0,-133.236625176292,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
391,False,"{'a': 0.5, 'e': 0.7109135380122773}",20,16,6.718549790646888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.7095055582849802}",20,0,-138.25082112311557,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
393,False,"{'a': 0.5, 'e': 0.7080947405363958}",20,13,-6.151302535857795,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.7066810904097934}",30,2,-136.45919134807227,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 3}",1
395,False,"{'a': 0.5, 'e': 0.7052646135597717}",25,0,-214.1577218624052,"{0: 16, 1: 1, 2: 1, 3: 3, 4: 4}",0
396,False,"{'a': 0.5, 'e': 0.7038453156522361}",20,0,-64.04682307401647,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
397,False,"{'a': 0.5, 'e': 0.7024232023643763}",20,0,-43.69270578443567,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.7009982793846437}",25,0,-61.51160618837863,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
399,False,"{'a': 0.5, 'e': 0.699570552412728}",25,0,-58.67224905325352,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
400,False,"{'a': 0.5, 'e': 0.6981400271595356}",25,0,-18.822930849653208,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.6967067093471654}",25,0,-102.51711761421537,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.6952706047088867}",30,14,-23.906531887979604,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.6938317189891162}",25,18,-0.08581445649817776,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.6923900579433949}",20,2,-29.865961991228673,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
405,False,"{'a': 0.5, 'e': 0.690945627338365}",25,0,-70.08543519244674,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
406,False,"{'a': 0.5, 'e': 0.689498432951747}",25,0,-106.1804838879369,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
407,False,"{'a': 0.5, 'e': 0.6880484805723165}",20,0,-115.4332969345921,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
408,False,"{'a': 0.5, 'e': 0.6865957759998811}",25,0,-160.14625735257695,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
409,False,"{'a': 0.5, 'e': 0.6851403250452572}",20,0,-32.99306814910816,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
410,False,"{'a': 0.5, 'e': 0.6836821335302466}",20,0,-110.53948429214836,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
411,False,"{'a': 0.5, 'e': 0.6822212072876135}",25,8,-34.42393446556896,"{0: 11, 1: 4, 2: 1, 3: 1, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.6807575521610608}",35,22,-23.67545723647986,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.6792911740052072}",30,0,-121.00174636907006,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
414,False,"{'a': 0.5, 'e': 0.6778220786855633}",25,8,-85.86209038114383,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
415,False,"{'a': 0.5, 'e': 0.6763502720785085}",25,14,-44.474800346668566,"{0: 5, 1: 1, 2: 5, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.674875760071267}",20,0,-12.549170939511024,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
417,False,"{'a': 0.5, 'e': 0.6733985485618852}",20,2,-10.790643705731878,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.671918643459207}",20,6,-49.76028034532097,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.6704360506828508}",20,0,-54.883540684133266,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.6689507761631859}",25,0,-112.53356154393468,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
421,False,"{'a': 0.5, 'e': 0.6674628258413081}",20,0,-48.15372296658834,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
422,False,"{'a': 0.5, 'e': 0.665972205669017}",20,0,-41.06643469006528,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
423,False,"{'a': 0.5, 'e': 0.6644789216087912}",20,2,-54.553598920095105,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
424,False,"{'a': 0.5, 'e': 0.6629829796337648}",20,14,-18.2208374506623,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.661484385727704}",20,0,-49.506833491637295,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
426,False,"{'a': 0.5, 'e': 0.6599831458849822}",25,0,6.357880621818309,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
427,False,"{'a': 0.5, 'e': 0.6584792661105568}",25,13,-6.521246376834867,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.656972752419945}",35,0,-188.7590231724381,"{0: 23, 1: 2, 2: 5, 3: 2, 4: 3}",0
429,False,"{'a': 0.5, 'e': 0.6554636108391995}",20,0,-172.29034600264836,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
430,False,"{'a': 0.5, 'e': 0.6539518474048845}",30,0,-92.91809339557501,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
431,False,"{'a': 0.5, 'e': 0.6524374681640519}",25,3,-84.16876536337597,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.6509204791742165}",20,0,-36.25245756666786,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
433,False,"{'a': 0.5, 'e': 0.6494008865033323}",20,0,-79.26809559087852,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
434,False,"{'a': 0.5, 'e': 0.647878696229768}",20,0,-118.6430379476099,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
435,False,"{'a': 0.5, 'e': 0.6463539144422825}",20,13,-9.993013524894657,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.6448265472400012}",20,0,-50.279002608223436,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
437,False,"{'a': 0.5, 'e': 0.6432966007323906}",30,16,-74.5923192514097,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
438,False,"{'a': 0.5, 'e': 0.6417640810392349}",30,22,-39.449385979779635,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
439,False,"{'a': 0.5, 'e': 0.6402289942906106}",20,0,-101.87711405758812,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
440,False,"{'a': 0.5, 'e': 0.6386913466268629}",20,0,-86.33231432910327,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
441,False,"{'a': 0.5, 'e': 0.6371511441985802}",30,19,-73.44496740241759,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
442,False,"{'a': 0.5, 'e': 0.6356083931665703}",25,0,-47.242023057395386,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.6340630997018352}",25,11,-28.613343870567157,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.6325152699855466}",30,0,-29.054307307318957,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
445,False,"{'a': 0.5, 'e': 0.6309649102090216}",25,0,-129.31449230909422,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 3}",0
446,False,"{'a': 0.5, 'e': 0.6294120265736969}",25,11,-19.612639701026076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
447,False,"{'a': 0.5, 'e': 0.6278566252911051}",25,11,-14.861105106118853,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.6262987125828494}",20,11,-70.14565366406319,"{0: 4, 1: 3, 2: 0, 3: 1, 4: 1}",1
449,False,"{'a': 0.5, 'e': 0.6247382946805784}",25,10,-15.039069556549823,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.6231753778259616}",25,0,-89.57830018734707,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
451,False,"{'a': 0.5, 'e': 0.6216099682706644}",25,0,-52.92801103150688,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
452,False,"{'a': 0.5, 'e': 0.620042072276323}",30,1,-40.00930000035222,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.6184716961145192}",20,15,-12.692026333942984,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.6168988460667556}",20,12,-7.55511672703205,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.6153235284244302}",20,0,-27.789261170320437,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
456,False,"{'a': 0.5, 'e': 0.6137457494888116}",25,9,-70.02837420518912,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
457,False,"{'a': 0.5, 'e': 0.6121655155710133}",20,0,-36.67931214081332,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.6105828329919689}",20,11,-8.457783183353538,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.6089977080824067}",20,0,-2.357258675744315,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
460,False,"{'a': 0.5, 'e': 0.6074101471828242}",20,0,-49.802502163304716,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
461,False,"{'a': 0.5, 'e': 0.6058201566434628}",20,0,-92.96886036834499,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
462,False,"{'a': 0.5, 'e': 0.6042277428242826}",25,0,-47.38255921681321,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
463,False,"{'a': 0.5, 'e': 0.6026329120949367}",30,14,8.885182353790132,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.6010356708347461}",20,0,-85.53871301022113,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
465,False,"{'a': 0.5, 'e': 0.5994360254326734}",35,12,-65.73231540227903,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
466,False,"{'a': 0.5, 'e': 0.5978339822872982}",25,0,-38.83684068036815,"{0: 21, 1: 1, 2: 0, 3: 3, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.596229547806791}",20,0,-84.46077675656848,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
468,False,"{'a': 0.5, 'e': 0.5946227284088875}",20,0,-56.22767077909637,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
469,False,"{'a': 0.5, 'e': 0.5930135305208633}",30,0,-66.88897878584812,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
470,False,"{'a': 0.5, 'e': 0.5914019605795077}",20,0,-70.06737737436183,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
471,False,"{'a': 0.5, 'e': 0.5897880250310982}",20,10,11.546330719870326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.588171730331375}",20,0,-51.34311639734889,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
473,False,"{'a': 0.5, 'e': 0.5865530829455147}",20,0,-24.5678738566662,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
474,False,"{'a': 0.5, 'e': 0.5849320893481047}",20,11,-40.43122200353204,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
475,False,"{'a': 0.5, 'e': 0.5833087560231173}",30,0,-119.68702304311613,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 2}",0
476,False,"{'a': 0.5, 'e': 0.5816830894638835}",20,0,-106.88363806674226,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
477,False,"{'a': 0.5, 'e': 0.5800550961730674}",25,5,-25.552899950013366,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.57842478266264}",20,0,-37.84774051469957,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
479,False,"{'a': 0.5, 'e': 0.5767921554538532}",20,14,-3.6128230802469536,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.5751572210772136}",20,11,-13.322718537225269,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.5735199860724567}",20,0,-52.345813481861335,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
482,False,"{'a': 0.5, 'e': 0.5718804569885201}",25,0,-46.80334148734451,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.570238640383518}",25,0,-7.719113296848911,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
484,False,"{'a': 0.5, 'e': 0.5685945428247148}",30,11,-13.75834859295469,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.5669481708884984}",25,15,8.764800420478498,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.5652995311603544}",20,3,3.6566879824308525,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.5636486302348394}",25,15,-3.4271343951528053,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.561995474715555}",20,0,-17.708165712250477,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
489,False,"{'a': 0.5, 'e': 0.5603400712151211}",25,1,-59.49823558708462,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
490,False,"{'a': 0.5, 'e': 0.5586824263551494}",25,12,6.808586846651685,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.5570225467662173}",20,0,-56.23676878848743,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
492,False,"{'a': 0.5, 'e': 0.5553604390878408}",25,0,-98.04317090108967,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
493,False,"{'a': 0.5, 'e': 0.5536961099684484}",20,15,-29.706041223816335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
494,False,"{'a': 0.5, 'e': 0.5520295660653544}",25,14,-39.87232044736021,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
495,False,"{'a': 0.5, 'e': 0.5503608140447321}",25,8,-45.90080439914014,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
496,False,"{'a': 0.5, 'e': 0.5486898605815875}",35,17,-67.84800949195424,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
497,False,"{'a': 0.5, 'e': 0.5470167123597323}",20,0,-9.46743101912696,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
498,False,"{'a': 0.5, 'e': 0.5453413760717568}",25,11,-50.24374007780704,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.5436638584190042}",20,0,-53.599490886537325,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
500,False,"{'a': 0.5, 'e': 0.5419841661115429}",25,0,-66.84290952072494,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
501,False,"{'a': 0.5, 'e': 0.5403023058681398}",25,0,1.8749753293285185,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
502,False,"{'a': 0.5, 'e': 0.5386182844162335}",25,0,-85.31908147528209,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 2}",0
503,False,"{'a': 0.5, 'e': 0.5369321084919078}",20,7,-38.728513174954905,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.5352437848398639}",25,8,-21.64318769529315,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.5335533202133944}",35,0,-126.62939793591276,"{0: 21, 1: 3, 2: 10, 3: 0, 4: 1}",1
506,False,"{'a': 0.5, 'e': 0.5318607213743555}",20,0,-62.251031025895536,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
507,False,"{'a': 0.5, 'e': 0.5301659950931401}",20,6,-70.8576314120577,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
508,False,"{'a': 0.5, 'e': 0.5284691481486513}",20,13,-31.48395626577678,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
509,False,"{'a': 0.5, 'e': 0.5267701873282746}",25,0,-63.1915347724365,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.5250691194278508}",20,0,-129.43880673632341,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
511,False,"{'a': 0.5, 'e': 0.5233659512516495}",20,0,-39.647201916728896,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.521660689612341}",25,9,-6.020777890695769,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.5199533413309696}",30,0,-26.773234725591916,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
514,False,"{'a': 0.5, 'e': 0.5182439132369261}",30,0,-52.42232352343772,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
515,False,"{'a': 0.5, 'e': 0.5165324121679207}",20,14,0.24669943619179735,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.5148188449699553}",30,8,-9.124434533778985,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.5131032184972965}",20,10,5.422368732153539,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.5113855396124478}",30,0,4.819215597291209,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.5096658151861225}",30,8,-61.43103805879569,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 2}",1
520,False,"{'a': 0.5, 'e': 0.507944052097216}",20,0,-52.920583851268916,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.5062202572327784}",25,14,-16.600277637809995,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.5044944374879868}",30,2,-130.58045104320382,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 3}",1
523,False,"{'a': 0.5, 'e': 0.5027665997661179}",30,0,-138.0568017789313,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
524,False,"{'a': 0.5, 'e': 0.5010367509785203}",20,6,4.435494151445924,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.49930489804458683}",20,0,-76.84734194605925,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
526,False,"{'a': 0.5, 'e': 0.49757104789172696}",20,9,-54.29112806089459,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 1}",1
527,False,"{'a': 0.5, 'e': 0.49583520745533893}",20,15,-3.1051633062718893,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.4940973836787822}",20,0,-48.66249606182623,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
529,False,"{'a': 0.5, 'e': 0.4923575835133495}",20,0,-31.084798795234594,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
530,False,"{'a': 0.5, 'e': 0.4906158139182393}",30,0,-29.800798130124956,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.4888720818605275}",20,10,-15.557376849535576,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.48712639431514015}",35,0,-111.20800416226965,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 2}",0
533,False,"{'a': 0.5, 'e': 0.485378758264825}",25,0,19.188324285841304,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
534,False,"{'a': 0.5, 'e': 0.483629180700124}",20,6,-3.3877831104519274,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.481877668619345}",20,8,-40.52124202780445,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.4801242290285341}",25,0,-79.5114085138169,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
537,False,"{'a': 0.5, 'e': 0.47836886894144715}",20,0,-18.053857496047353,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
538,False,"{'a': 0.5, 'e': 0.4766115953795223}",20,5,2.2680717548267433,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.47485241537185147}",20,14,10.930309666275718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.47309133595515224}",20,2,-78.96747537210773,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
541,False,"{'a': 0.5, 'e': 0.47132836417373997}",25,18,-1.368614637411535,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.46956350707949945}",25,0,17.223500629782286,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
543,False,"{'a': 0.5, 'e': 0.4677967717318567}",25,0,-84.08331648127816,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
544,False,"{'a': 0.5, 'e': 0.46602816519775075}",20,9,19.101962404717856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.46425769455160537}",25,16,8.64768252818846,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.4624853668753008}",25,2,-83.7750074294178,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 1}",1
547,False,"{'a': 0.5, 'e': 0.46071118925814536}",20,11,15.546115941914818,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.4589351687968472}",30,20,9.469157940935208,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.45715731259548575}",30,11,-17.041993531031867,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.45537762776548346}",25,11,-5.431652884143775,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.4535961214255773}",30,17,-35.81303976061594,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
