trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.933766344867846}",20,13,-12.857203975147234,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.9330487113337409}",20,0,-34.60539463085908,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.9323273456060345}",20,0,-71.73156353754295,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.9316022505701886}",20,12,-45.69214944160348,"{0: 4, 1: 0, 2: 3, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.9308734291265828}",20,0,-42.88596110838153,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.9301408841905014}",20,0,-55.084419955374784,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9294046186921237}",25,17,-14.699416628625738,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.9286646355765102}",25,0,-125.56649993195545,"{0: 11, 1: 3, 2: 9, 3: 2, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.9279209378035927}",30,0,-202.07958419293863,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
193,False,"{'a': 0.5, 'e': 0.9271735283481612}",25,0,-91.0883280332981,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.9264224101998527}",20,0,-161.50477859533962,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
195,False,"{'a': 0.5, 'e': 0.9256675863631385}",25,0,-41.16684468555812,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.9249090598573131}",25,0,-52.90999204087456,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9241468337164814}",20,0,-79.388135102728,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9233809109895471}",25,0,-132.8570184670665,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.9226112947402}",30,0,-233.8710505961235,"{0: 15, 1: 2, 2: 9, 3: 0, 4: 4}",1
200,False,"{'a': 0.5, 'e': 0.9218379880469041}",35,0,-250.3902273101006,"{0: 16, 1: 5, 2: 10, 3: 1, 4: 3}",0
201,False,"{'a': 0.5, 'e': 0.9210609940028851}",25,12,-33.998435796509845,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.9202803157161181}",25,0,-25.293549132303852,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.9194959563093155}",20,1,-100.6037370945656,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.9187079189199134}",30,0,-151.67003567169428,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.9179162067000607}",30,0,-200.37485094477086,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
206,False,"{'a': 0.5, 'e': 0.9171208228166051}",20,0,-56.010778285564754,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.916321770451081}",25,0,-192.06801317390864,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
208,False,"{'a': 0.5, 'e': 0.9155190527996969}",30,0,-89.3313590686626,"{0: 21, 1: 1, 2: 5, 3: 3, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.9147126730733223}",30,0,-102.15587562941738,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
210,False,"{'a': 0.5, 'e': 0.913902634497475}",20,0,-56.261886815418464,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.9130889403123083}",30,0,-141.6866857271842,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.9122715937725977}",25,0,-136.58716627568103,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.9114505981477284}",25,0,-58.65094384678256,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.9106259567216819}",20,0,-36.41402710972248,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.9097976727930226}",30,0,-83.57924201245903,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.9089657496748851}",20,0,-180.4748088385245,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.9081301906949609}",25,0,-154.61457967178023,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
218,False,"{'a': 0.5, 'e': 0.9072909991954848}",25,0,-54.074026320192644,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.9064481785332217}",20,0,-109.41859337209745,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9056017320794529}",20,0,-73.41524968037236,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.9047516632199634}",35,15,-49.471333312078826,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.9038979753550274}",20,0,-115.09009482933571,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.903040671899395}",30,0,-85.04488036802532,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.9021797562822791}",20,0,-80.70972405632672,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.9013152319473411}",30,0,-220.45272027772498,"{0: 18, 1: 3, 2: 3, 3: 2, 4: 4}",0
226,False,"{'a': 0.5, 'e': 0.9004471023526769}",25,0,-109.97773894980887,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.899575370970804}",20,6,-51.78053890045156,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
228,False,"{'a': 0.5, 'e': 0.8987000412886466}",20,9,-41.627487303096224,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.8978211168075223}",20,7,-8.350460978851789,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.896938601043128}",25,0,-104.63714508803977,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.8960524975255252}",20,0,-49.9016422269203,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.8951628097991272}",20,0,-105.49486542481014,"{0: 8, 1: 2, 2: 10, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.8942695414226836}",20,0,-146.3052936577843,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.8933726959692665}",25,0,-138.67121009855663,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
235,False,"{'a': 0.5, 'e': 0.8924722770262568}",25,0,-59.50882142612682,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.891568288195329}",30,0,-199.43762624542126,"{0: 18, 1: 1, 2: 6, 3: 2, 4: 3}",0
237,False,"{'a': 0.5, 'e': 0.890660733092437}",20,0,-76.6370264044137,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.8897496153478003}",25,0,-74.75766203635895,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.8888349386058886}",25,0,-141.29238425783612,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",1
240,False,"{'a': 0.5, 'e': 0.8879167065254074}",25,0,-243.5760645355834,"{0: 14, 1: 0, 2: 4, 3: 3, 4: 4}",0
241,False,"{'a': 0.5, 'e': 0.8869949227792842}",20,0,-115.6343624094417,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.8860695910546524}",25,0,-60.32591085033914,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.8851407150528379}",25,0,-169.70428647593658,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
244,False,"{'a': 0.5, 'e': 0.8842082984893433}",25,0,-106.21897258522665,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.8832723450938338}",25,0,-137.4797700699684,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.8823328586101215}",25,0,-33.51734105851054,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.8813898427961513}",20,0,-127.52536558861085,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
248,False,"{'a': 0.5, 'e': 0.880443301423985}",25,0,-110.56237807583219,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.879493238279787}",20,0,-66.03248027664102,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.8785396571638084}",30,0,-68.10656851959087,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.8775825618903728}",20,0,-112.73377198311991,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.8766219562878595}",30,0,-194.6432321883579,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
253,False,"{'a': 0.5, 'e': 0.87565784419869}",25,0,-43.54419242302808,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.8746902294793112}",20,0,-101.497594789983,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
255,False,"{'a': 0.5, 'e': 0.8737191160001807}",30,0,-62.959543525759656,"{0: 19, 1: 6, 2: 4, 3: 1, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.8727445076457513}",35,0,-260.55238153435346,"{0: 19, 1: 3, 2: 8, 3: 1, 4: 4}",0
257,False,"{'a': 0.5, 'e': 0.8717664083144548}",30,0,-105.29017253075581,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.8707848219186876}",20,0,-172.9920810863749,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
259,False,"{'a': 0.5, 'e': 0.8697997523847936}",25,0,-33.6354406605488,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.8688112036530499}",25,0,-167.26341126398862,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
261,False,"{'a': 0.5, 'e': 0.8678191796776499}",20,0,-55.99297978920865,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.8668236844266883}",30,0,-92.65256551384019,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.8658247218821448}",20,0,-61.63935763626167,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.8648222960398683}",25,0,-85.73394027795455,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.8638164109095605}",25,0,-35.72313152919113,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.862807070514761}",20,0,-30.940579481908117,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.8617942788928298}",30,0,-151.78773765574687,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.8607780400949321}",20,0,-105.21472728621518,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.8597583581860218}",25,0,-86.9726134115134,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.8587352372448249}",20,0,-159.57870935637504,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
271,False,"{'a': 0.5, 'e': 0.8577086813638242}",30,0,-28.170286107779802,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.8566786946492415}",20,0,-128.23769113117635,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
273,False,"{'a': 0.5, 'e': 0.8556452812210225}",25,2,-58.67880329516595,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.8546084452128195}",20,0,-146.3245148035893,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
275,False,"{'a': 0.5, 'e': 0.8535681907719751}",20,0,-113.98097697811588,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
276,False,"{'a': 0.5, 'e': 0.8525245220595057}",20,0,-43.667467054320426,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.8514774432500848}",20,2,-58.46171887998369,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.8504269585320262}",25,0,-4.9326636995113065,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.8493730721072673}",25,0,-89.96161049698372,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
280,False,"{'a': 0.5, 'e': 0.8483157881913526}",30,0,-104.45688986417228,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
281,False,"{'a': 0.5, 'e': 0.8472551110134161}",20,0,-98.16795553531325,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.8461910448161652}",30,0,-162.9935538212719,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.8451235938558634}",20,0,-73.6723685238225,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.844052762402313}",25,0,-13.041261419521252,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.8429785547388383}",25,11,-8.006771685661203,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.8419009751622687}",20,0,-7.812819112484685,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.840820027982921}",20,6,-181.1495393283912,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 4}",1
288,False,"{'a': 0.5, 'e': 0.8397357175245824}",35,0,-87.77224879764641,"{0: 27, 1: 3, 2: 3, 3: 0, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.8386480481244933}",35,0,-149.52118833381914,"{0: 20, 1: 2, 2: 10, 3: 3, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.8375570241333301}",20,3,-121.45095995379204,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 2}",1
291,False,"{'a': 0.5, 'e': 0.8364626499151869}",35,0,-157.25219116838844,"{0: 21, 1: 6, 2: 4, 3: 2, 4: 2}",0
292,False,"{'a': 0.5, 'e': 0.8353649298475595}",20,0,-48.93963958051929,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.8342638683213264}",25,0,-53.584101664847104,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.8331594697407324}",30,0,-123.35831689415767,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
295,False,"{'a': 0.5, 'e': 0.8320517385233703}",25,0,-147.04091393342551,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.8309406791001636}",25,0,-61.40184264934737,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.8298262959153483}",25,0,-195.56636275068172,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
298,False,"{'a': 0.5, 'e': 0.8287085934264558}",20,6,-130.65153579343578,"{0: 7, 1: 1, 2: 2, 3: 2, 4: 2}",1
299,False,"{'a': 0.5, 'e': 0.8275875761042946}",25,0,-119.87062068032807,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
300,False,"{'a': 0.5, 'e': 0.8264632484329323}",25,0,-65.09905179279846,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.8253356149096783}",20,0,-80.75872428443786,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.8242046800450651}",20,0,-83.22772525851968,"{0: 11, 1: 6, 2: 1, 3: 1, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.8230704483628307}",30,0,-54.36876395938661,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.8219329243999003}",25,0,-101.536415664507,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
305,False,"{'a': 0.5, 'e': 0.8207921127063681}",35,3,-173.6023995970833,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 3}",1
306,False,"{'a': 0.5, 'e': 0.8196480178454795}",25,8,-93.13739050329586,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
307,False,"{'a': 0.5, 'e': 0.8185006443936125}",20,0,-128.34933870302373,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
308,False,"{'a': 0.5, 'e': 0.8173499969402591}",20,0,-63.9421877486501,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.8161960800880078}",25,0,-35.19120201426134,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.8150388984525244}",20,0,-57.97123424694372,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.8138784566625339}",25,3,-32.10225974667518,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.812714759359802}",20,0,-41.40342645499351,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.8115478111991162}",25,0,-143.0508145062067,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.8103776168482677}",20,0,-147.46390079992352,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
315,False,"{'a': 0.5, 'e': 0.8092041809880323}",20,0,-117.95814188279697,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.8080275083121519}",20,0,-128.01915157745827,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
317,False,"{'a': 0.5, 'e': 0.8068476035273155}",20,0,-75.34269656456318,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.805664471353141}",25,0,-90.1044825335221,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.8044781165221552}",20,0,-141.05755859059826,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
320,False,"{'a': 0.5, 'e': 0.8032885437797759}",30,2,-123.8842811271686,"{0: 19, 1: 0, 2: 5, 3: 3, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.8020957578842927}",20,0,-104.26279960438414,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",1
322,False,"{'a': 0.5, 'e': 0.8008997636068472}",25,0,-77.13906669838812,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.7997005657314152}",25,0,-106.3490846583869,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.7984981690547867}",25,0,-44.56221133580344,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.7972925783865464}",25,5,-18.144031855497445,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.7960837985490559}",30,0,-58.99347189142107,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.7948718343774324}",20,0,-42.251564216707735,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.7936566907195313}",25,0,-37.84413690460258,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.7924383724359255}",20,0,-59.292941139287294,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.7912168843998867}",25,0,-121.55934479870109,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.7899922314973651}",20,0,-88.00669524650522,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
332,False,"{'a': 0.5, 'e': 0.7887644186269709}",25,0,-69.47838951313526,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.7875334506999538}",30,0,-19.44868221599652,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.786299332640184}",25,0,-16.56123253136546,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.785062069384132}",20,0,-60.65659408536187,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.7838216658808492}",20,0,-112.36947974926731,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.7825781270919481}",25,0,-90.43895573628961,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.781331457991582}",25,8,-18.088825926568504,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.7800816635664256}",20,0,-67.2518043195978,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.7788287488156552}",20,0,-58.90163656379288,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
341,False,"{'a': 0.5, 'e': 0.7775727187509279}",25,10,-69.31341710675433,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.7763135783963624}",20,2,-74.70396825012439,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 2}",1
343,False,"{'a': 0.5, 'e': 0.7750513327885183}",25,0,-149.7900546418971,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
344,False,"{'a': 0.5, 'e': 0.7737859869763766}",20,0,-141.14121269233482,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
345,False,"{'a': 0.5, 'e': 0.7725175460213186}",30,18,-3.2703016168740824,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.7712460149971065}",20,0,-110.7904412529939,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
347,False,"{'a': 0.5, 'e': 0.7699713989898629}",25,0,-63.71738279575927,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.7686937030980499}",20,0,-166.1380431924906,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
349,False,"{'a': 0.5, 'e': 0.7674129324324493}",30,16,-26.206710292303164,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.7661290921161423}",20,0,-113.0166417297173,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.7648421872844884}",30,10,-88.06964970591373,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.7635522230851051}",30,0,-180.97620371736969,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
353,False,"{'a': 0.5, 'e': 0.7622592046778476}",20,1,-77.15503013958075,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.7609631372347876}",25,0,-93.14997819487492,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
355,False,"{'a': 0.5, 'e': 0.7596640259401933}",35,0,-209.05008677392067,"{0: 19, 1: 1, 2: 11, 3: 2, 4: 2}",0
356,False,"{'a': 0.5, 'e': 0.7583618759905082}",25,0,-130.09189706260878,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
357,False,"{'a': 0.5, 'e': 0.7570566925943303}",20,0,-157.67284824573724,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
358,False,"{'a': 0.5, 'e': 0.7557484809723913}",30,4,-50.33050234309377,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.7544372463575362}",20,0,-44.59862794038139,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.7531229939947015}",20,0,18.102667411846294,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.751805729140895}",25,6,-6.693230643326914,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.7504854570651743}",20,0,-99.83444727347094,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.7491621830486261}",30,0,-180.17520065876116,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
364,False,"{'a': 0.5, 'e': 0.7478359123843445}",25,0,-126.67852462148616,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
365,False,"{'a': 0.5, 'e': 0.7465066503774106}",30,8,-60.177005665055916,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.7451744023448704}",25,0,-30.747611122586296,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.7438391736157144}",30,0,-112.86775239841165,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
